field,object_id,redshift,num_filters
gru-00,gru-00_00008,8.439476,4
gru-00,gru-00_00013,1.890127,7
gru-00,gru-00_00014,2.464265,7
gru-00,gru-00_00016,1.671127,6
gru-00,gru-00_00018,2.347121,8
gru-00,gru-00_00023,1.078612,7
gru-00,gru-00_00027,0.000000,8
gru-00,gru-00_00029,0.318508,7
gru-00,gru-00_00030,1.898231,8
gru-00,gru-00_00031,7.365369,11
gru-00,gru-00_00033,1.898231,11
gru-00,gru-00_00034,0.000000,8
gru-00,gru-00_00035,1.898231,8
gru-00,gru-00_00041,2.764822,10
gru-00,gru-00_00051,1.731635,10
gru-00,gru-00_00065,2.981667,10
gru-00,gru-00_00075,4.378989,11
gru-00,gru-00_00078,2.270361,10
gru-00,gru-00_00080,0.107938,9
gru-00,gru-00_00081,4.808373,11
gru-00,gru-00_00083,2.045608,9
gru-00,gru-00_00088,4.759787,10
gru-00,gru-00_00089,4.778248,10
gru-00,gru-00_00090,7.351995,10
gru-00,gru-00_00091,7.024509,11
gru-00,gru-00_00092,3.117764,11
gru-00,gru-00_00097,0.115944,12
gru-00,gru-00_00100,1.658336,11
gru-00,gru-00_00109,0.138487,10
gru-00,gru-00_00110,0.000000,10
gru-00,gru-00_00111,3.129269,10
gru-00,gru-00_00112,0.104840,10
gru-00,gru-00_00114,1.886661,10
gru-00,gru-00_00121,2.937321,11
gru-00,gru-00_00122,3.160771,11
gru-00,gru-00_00125,4.353232,10
gru-00,gru-00_00127,3.659464,9
gru-00,gru-00_00140,2.752793,10
gru-00,gru-00_00142,2.228767,11
gru-00,gru-00_00147,1.899390,12
gru-00,gru-00_00153,2.387528,10
gru-00,gru-00_00154,0.000000,10
gru-00,gru-00_00161,1.683979,11
gru-00,gru-00_00162,1.539838,10
gru-00,gru-00_00164,1.690428,10
gru-00,gru-00_00170,0.487208,12
gru-00,gru-00_00171,0.333891,12
gru-00,gru-00_00177,1.677545,10
gru-00,gru-00_00178,0.000000,10
gru-00,gru-00_00179,2.581209,12
gru-00,gru-00_00182,2.232644,11
gru-00,gru-00_00183,0.600795,10
gru-00,gru-00_00187,3.719489,10
gru-00,gru-00_00189,3.824468,10
gru-00,gru-00_00190,0.473588,12
gru-00,gru-00_00191,1.486561,12
gru-00,gru-00_00192,1.912176,11
gru-00,gru-00_00193,0.920337,11
gru-00,gru-00_00194,2.386173,11
gru-00,gru-00_00195,0.288270,11
gru-00,gru-00_00196,0.000000,12
gru-00,gru-00_00197,1.904033,12
gru-00,gru-00_00203,1.928530,10
gru-00,gru-00_00208,1.008324,10
gru-00,gru-00_00212,4.096227,10
gru-00,gru-00_00216,3.923898,9
gru-00,gru-00_00219,7.439309,12
gru-00,gru-00_00221,4.878550,11
gru-00,gru-00_00227,1.664724,12
gru-00,gru-00_00232,1.135072,12
gru-00,gru-00_00236,0.354321,10
gru-00,gru-00_00237,1.421774,10
gru-00,gru-00_00238,4.857368,10
gru-00,gru-00_00244,0.000000,10
gru-00,gru-00_00249,1.992474,12
gru-00,gru-00_00253,0.623364,12
gru-00,gru-00_00259,2.527186,11
gru-00,gru-00_00263,0.488994,11
gru-00,gru-00_00267,2.125832,12
gru-00,gru-00_00269,1.558191,12
gru-00,gru-00_00273,3.232956,10
gru-00,gru-00_00290,6.530041,12
gru-00,gru-00_00291,2.837805,12
gru-00,gru-00_00293,0.203580,10
gru-00,gru-00_00294,1.470697,10
gru-00,gru-00_00295,4.920971,10
gru-00,gru-00_00298,7.500292,12
gru-00,gru-00_00305,4.531729,12
gru-00,gru-00_00306,1.462804,12
gru-00,gru-00_00307,0.000000,12
gru-00,gru-00_00309,2.050485,11
gru-00,gru-00_00312,2.174977,9
gru-00,gru-00_00313,0.457759,10
gru-00,gru-00_00317,1.353963,10
gru-00,gru-00_00318,1.366236,10
gru-00,gru-00_00319,0.000000,10
gru-00,gru-00_00327,1.955596,12
gru-00,gru-00_00329,1.108761,10
gru-00,gru-00_00331,2.191530,12
gru-00,gru-00_00335,1.883199,10
gru-00,gru-00_00337,2.095968,12
gru-00,gru-00_00338,0.000000,12
gru-00,gru-00_00339,3.426904,11
gru-00,gru-00_00347,3.354895,12
gru-00,gru-00_00348,1.478616,11
gru-00,gru-00_00349,2.412040,11
gru-00,gru-00_00357,3.107853,12
gru-00,gru-00_00360,2.671134,11
gru-00,gru-00_00361,0.423189,11
gru-00,gru-00_00364,2.766328,11
gru-00,gru-00_00365,0.472410,10
gru-00,gru-00_00372,8.091229,11
gru-00,gru-00_00376,1.255339,11
gru-00,gru-00_00378,1.794632,11
gru-00,gru-00_00380,1.779026,12
gru-00,gru-00_00381,0.554728,12
gru-00,gru-00_00384,8.271086,12
gru-00,gru-00_00386,1.811450,11
gru-00,gru-00_00387,1.824978,11
gru-00,gru-00_00389,1.355847,11
gru-00,gru-00_00390,0.642962,12
gru-00,gru-00_00395,3.377599,9
gru-00,gru-00_00402,8.112987,12
gru-00,gru-00_00409,4.607475,12
gru-00,gru-00_00415,1.447092,11
gru-00,gru-00_00416,1.485566,12
gru-00,gru-00_00420,3.129269,11
gru-00,gru-00_00431,0.924181,11
gru-00,gru-00_00440,3.600203,11
gru-00,gru-00_00442,2.967358,12
gru-00,gru-00_00443,2.303229,12
gru-00,gru-00_00448,1.846529,11
gru-00,gru-00_00449,1.827266,11
gru-00,gru-00_00458,2.410642,11
gru-00,gru-00_00459,1.795750,11
gru-00,gru-00_00461,2.379408,12
gru-00,gru-00_00465,1.429536,11
gru-00,gru-00_00466,3.236343,11
gru-00,gru-00_00467,1.298141,11
gru-00,gru-00_00468,1.922678,12
gru-00,gru-00_00469,1.907548,12
gru-00,gru-00_00474,0.110600,11
gru-00,gru-00_00478,2.050514,12
gru-00,gru-00_00490,2.015303,11
gru-00,gru-00_00500,2.465651,10
gru-00,gru-00_00506,6.642314,12
gru-00,gru-00_00507,1.730543,12
gru-00,gru-00_00516,0.460093,12
gru-00,gru-00_00517,1.824978,11
gru-00,gru-00_00518,0.000000,11
gru-00,gru-00_00519,0.995512,11
gru-00,gru-00_00520,0.976446,11
gru-00,gru-00_00522,1.696893,11
gru-00,gru-00_00523,7.432560,12
gru-00,gru-00_00528,0.375614,11
gru-00,gru-00_00529,2.082375,12
gru-00,gru-00_00530,1.826108,12
gru-00,gru-00_00536,2.622993,12
gru-00,gru-00_00540,1.484572,12
gru-00,gru-00_00543,2.199199,12
gru-00,gru-00_00552,2.312491,12
gru-00,gru-00_00556,2.790510,12
gru-00,gru-00_00558,0.000000,12
gru-00,gru-00_00563,2.130837,12
gru-00,gru-00_00576,0.221525,12
gru-00,gru-00_00578,4.402709,12
gru-00,gru-00_00583,2.569767,12
gru-00,gru-00_00584,1.488551,12
gru-00,gru-00_00590,1.719643,10
gru-00,gru-00_00598,3.285771,12
gru-00,gru-00_00603,3.167474,10
gru-00,gru-00_00605,0.000000,12
gru-00,gru-00_00610,7.456205,9
gru-00,gru-00_00611,1.844253,10
gru-00,gru-00_00612,3.204269,12
gru-00,gru-00_00613,0.489589,11
gru-00,gru-00_00614,2.702101,9
gru-00,gru-00_00615,1.915672,11
gru-00,gru-00_00616,0.000000,11
gru-00,gru-00_00617,1.719643,12
gru-00,gru-00_00618,7.024509,11
gru-00,gru-00_00619,3.073491,12
gru-00,gru-00_00620,0.000000,11
gru-00,gru-00_00622,7.388825,10
gru-00,gru-00_00624,2.060262,11
gru-00,gru-00_00634,4.885551,12
gru-00,gru-00_00643,1.340818,10
gru-00,gru-00_00645,3.280631,12
gru-00,gru-00_00646,1.814826,12
gru-00,gru-00_00648,3.935730,12
gru-00,gru-00_00656,0.000000,11
gru-00,gru-00_00659,2.295311,12
gru-00,gru-00_00661,2.311166,10
gru-00,gru-00_00666,0.371219,12
gru-00,gru-00_00667,3.442870,12
gru-00,gru-00_00668,1.656210,12
gru-00,gru-00_00671,6.159932,12
gru-00,gru-00_00672,3.841867,12
gru-00,gru-00_00677,2.584075,12
gru-00,gru-00_00678,2.586944,12
gru-00,gru-00_00687,4.850344,11
gru-00,gru-00_00688,7.872002,11
gru-00,gru-00_00692,2.521547,11
gru-00,gru-00_00696,4.439572,12
gru-00,gru-00_00706,1.436349,9
gru-00,gru-00_00707,1.329609,12
gru-00,gru-00_00709,1.640321,9
gru-00,gru-00_00713,0.000000,10
gru-00,gru-00_00715,0.829606,11
gru-00,gru-00_00736,1.884353,11
gru-00,gru-00_00737,0.196380,11
gru-00,gru-00_00741,0.414110,11
gru-00,gru-00_00742,1.420806,12
gru-00,gru-00_00744,6.750059,11
gru-00,gru-00_00750,2.497682,10
gru-00,gru-00_00753,0.000000,12
gru-00,gru-00_00758,0.915733,11
gru-00,gru-00_00760,1.425652,12
gru-00,gru-00_00767,1.367183,12
gru-00,gru-00_00768,1.633992,12
gru-00,gru-00_00769,0.128513,12
gru-00,gru-00_00770,1.185185,12
gru-00,gru-00_00771,1.059577,12
gru-00,gru-00_00772,0.000000,12
gru-00,gru-00_00774,1.609870,12
gru-00,gru-00_00776,1.828370,12
gru-00,gru-00_00779,0.000000,10
gru-00,gru-00_00784,0.000000,11
gru-00,gru-00_00786,4.333995,12
gru-00,gru-00_00796,2.060262,12
gru-00,gru-00_00800,1.742584,12
gru-00,gru-00_00803,0.622715,12
gru-00,gru-00_00804,0.000000,12
gru-00,gru-00_00805,1.861398,12
gru-00,gru-00_00806,1.859082,12
gru-00,gru-00_00808,1.065352,12
gru-00,gru-00_00809,0.401721,12
gru-00,gru-00_00813,8.175166,12
gru-00,gru-00_00821,1.368130,12
gru-00,gru-00_00822,2.292675,12
gru-00,gru-00_00825,0.000000,10
gru-00,gru-00_00829,4.409196,11
gru-00,gru-00_00832,1.664724,12
gru-00,gru-00_00841,2.636059,10
gru-00,gru-00_00842,2.625893,10
gru-00,gru-00_00843,2.624442,10
gru-00,gru-00_00844,2.636059,10
gru-00,gru-00_00845,0.000000,10
gru-00,gru-00_00848,0.212762,12
gru-00,gru-00_00849,3.185811,12
gru-00,gru-00_00855,0.846516,11
gru-00,gru-00_00858,2.123332,11
gru-00,gru-00_00859,5.094034,11
gru-00,gru-00_00860,0.000000,11
gru-00,gru-00_00868,1.418893,12
gru-00,gru-00_00869,4.820001,11
gru-00,gru-00_00872,0.373965,9
gru-00,gru-00_00873,1.666857,12
gru-00,gru-00_00879,2.137136,11
gru-00,gru-00_00884,1.785704,11
gru-00,gru-00_00886,1.635046,12
gru-00,gru-00_00887,1.675404,12
gru-00,gru-00_00890,1.439274,12
gru-00,gru-00_00891,2.052926,12
gru-00,gru-00_00892,0.170347,12
gru-00,gru-00_00893,7.534361,11
gru-00,gru-00_00895,7.412347,10
gru-00,gru-00_00896,1.125699,10
gru-00,gru-00_00897,0.134850,10
gru-00,gru-00_00908,0.146255,9
gru-00,gru-00_00909,0.000000,10
gru-00,gru-00_00910,2.688797,9
gru-00,gru-00_00911,0.000000,9
gru-00,gru-00_00912,1.361531,12
gru-00,gru-00_00918,1.978145,9
gru-00,gru-00_00919,0.721697,12
gru-00,gru-00_00921,1.789048,12
gru-00,gru-00_00924,2.739308,11
gru-00,gru-00_00925,0.100000,12
gru-00,gru-00_00927,7.249070,12
gru-00,gru-00_00928,0.351615,11
gru-00,gru-00_00931,0.000000,10
gru-00,gru-00_00933,2.172438,10
gru-00,gru-00_00934,1.136781,10
gru-00,gru-00_00935,2.646255,11
gru-00,gru-00_00940,8.156834,12
gru-00,gru-00_00941,4.116653,12
gru-00,gru-00_00942,1.305529,12
gru-00,gru-00_00945,2.382112,11
gru-00,gru-00_00946,2.048045,11
gru-00,gru-00_00948,1.203618,12
gru-00,gru-00_00950,1.062050,10
gru-00,gru-00_00955,1.299060,10
gru-00,gru-00_00956,1.510547,11
gru-00,gru-00_00958,1.764612,10
gru-00,gru-00_00961,1.981720,12
gru-00,gru-00_00962,8.219313,9
gru-00,gru-00_00965,3.284057,12
gru-00,gru-00_00967,1.537832,10
gru-00,gru-00_00970,0.000000,12
gru-00,gru-00_00976,7.121383,10
gru-00,gru-00_00978,0.604642,12
gru-00,gru-00_00980,2.799618,10
gru-00,gru-00_00984,1.471686,12
gru-00,gru-00_00985,1.061245,12
gru-00,gru-00_00988,0.000000,10
gru-00,gru-00_00994,2.885689,12
gru-00,gru-00_00996,0.000000,10
gru-00,gru-00_00997,1.660464,11
gru-00,gru-00_01000,0.476538,12
gru-00,gru-00_01001,2.143386,12
gru-00,gru-00_01004,7.226085,12
gru-00,gru-00_01007,0.000000,12
gru-00,gru-00_01009,1.376670,11
gru-00,gru-00_01010,1.302742,12
gru-00,gru-00_01011,9.905862,11
gru-00,gru-00_01012,2.518731,12
gru-00,gru-00_01015,0.515432,10
gru-00,gru-00_01018,2.062711,12
gru-00,gru-00_01033,2.986447,12
gru-00,gru-00_01034,0.544191,12
gru-00,gru-00_01035,1.484572,12
gru-00,gru-00_01039,0.592493,10
gru-00,gru-00_01040,0.000000,12
gru-00,gru-00_01043,4.697916,12
gru-00,gru-00_01049,1.599452,12
gru-00,gru-00_01054,0.582966,12
gru-00,gru-00_01056,1.308275,12
gru-00,gru-00_01057,0.862837,12
gru-00,gru-00_01058,5.084232,12
gru-00,gru-00_01062,7.275509,11
gru-00,gru-00_01063,1.485566,12
gru-00,gru-00_01064,6.068869,12
gru-00,gru-00_01069,1.980528,12
gru-00,gru-00_01071,0.651527,12
gru-00,gru-00_01083,0.525772,11
gru-00,gru-00_01091,2.902824,12
gru-00,gru-00_01094,4.274588,12
gru-00,gru-00_01097,0.139398,11
gru-00,gru-00_01099,0.272394,10
gru-00,gru-00_01100,1.590110,10
gru-00,gru-00_01101,0.785504,10
gru-00,gru-00_01103,0.000000,10
gru-00,gru-00_01111,2.640425,11
gru-00,gru-00_01112,2.641882,11
gru-00,gru-00_01115,0.544809,12
gru-00,gru-00_01118,1.179947,12
gru-00,gru-00_01120,1.770147,11
gru-00,gru-00_01121,1.843116,12
gru-00,gru-00_01124,1.252635,11
gru-00,gru-00_01128,0.185424,12
gru-00,gru-00_01140,2.862445,12
gru-00,gru-00_01149,0.396683,12
gru-00,gru-00_01157,7.328642,11
gru-00,gru-00_01158,7.530948,12
gru-00,gru-00_01159,1.138491,12
gru-00,gru-00_01160,0.000000,12
gru-00,gru-00_01161,0.115944,12
gru-00,gru-00_01162,2.005670,11
gru-00,gru-00_01163,0.000000,12
gru-00,gru-00_01165,1.301821,12
gru-00,gru-00_01166,1.304585,12
gru-00,gru-00_01167,1.309198,12
gru-00,gru-00_01170,1.665790,12
gru-00,gru-00_01173,2.143386,11
gru-00,gru-00_01177,1.057930,11
gru-00,gru-00_01179,1.378572,12
gru-00,gru-00_01182,0.000000,12
gru-00,gru-00_01183,0.000000,12
gru-00,gru-00_01198,7.493494,12
gru-00,gru-00_01202,4.240938,12
gru-00,gru-00_01207,0.480086,12
gru-00,gru-00_01209,7.864907,12
gru-00,gru-00_01212,2.286097,11
gru-00,gru-00_01216,1.277095,11
gru-00,gru-00_01217,0.226912,10
gru-00,gru-00_01219,0.645592,12
gru-00,gru-00_01220,0.647584,12
gru-00,gru-00_01221,0.000000,12
gru-00,gru-00_01222,2.186428,12
gru-00,gru-00_01223,1.801347,12
gru-00,gru-00_01224,0.430609,12
gru-00,gru-00_01225,1.766825,12
gru-00,gru-00_01229,2.752793,12
gru-00,gru-00_01230,3.109496,12
gru-00,gru-00_01231,1.789048,12
gru-00,gru-00_01242,3.547149,11
gru-00,gru-00_01243,1.808079,11
gru-00,gru-00_01244,1.755780,12
gru-00,gru-00_01245,0.118178,12
gru-00,gru-00_01246,2.802659,11
gru-00,gru-00_01247,2.301908,11
gru-00,gru-00_01262,7.449442,12
gru-00,gru-00_01272,1.978173,12
gru-00,gru-00_01273,0.475948,12
gru-00,gru-00_01275,1.060401,12
gru-00,gru-00_01278,0.000000,11
gru-00,gru-00_01282,1.739295,11
gru-00,gru-00_01285,6.947842,12
gru-00,gru-00_01286,2.938896,12
gru-00,gru-00_01287,1.904033,12
gru-00,gru-00_01290,2.455961,12
gru-00,gru-00_01291,1.766825,12
gru-00,gru-00_01297,1.974573,12
gru-00,gru-00_01304,1.757985,12
gru-00,gru-00_01305,4.752879,12
gru-00,gru-00_01306,2.633152,12
gru-00,gru-00_01310,4.627698,12
gru-00,gru-00_01313,1.297222,12
gru-00,gru-00_01319,1.717468,12
gru-00,gru-00_01320,1.766825,11
gru-00,gru-00_01327,1.156530,11
gru-00,gru-00_01328,1.885507,12
gru-00,gru-00_01329,1.297222,12
gru-00,gru-00_01330,0.102192,12
gru-00,gru-00_01331,3.916026,12
gru-00,gru-00_01332,1.796869,12
gru-00,gru-00_01333,1.834032,12
gru-00,gru-00_01334,0.000000,12
gru-00,gru-00_01335,6.922450,12
gru-00,gru-00_01336,3.693133,12
gru-00,gru-00_01339,0.000000,11
gru-00,gru-00_01341,1.294467,11
gru-00,gru-00_01342,1.535778,9
gru-00,gru-00_01343,1.292632,11
gru-00,gru-00_01346,1.307352,12
gru-00,gru-00_01347,1.841979,12
gru-00,gru-00_01351,4.743682,11
gru-00,gru-00_01357,0.000000,11
gru-00,gru-00_01360,1.302742,12
gru-00,gru-00_01368,1.397677,11
gru-00,gru-00_01376,5.884693,12
gru-00,gru-00_01380,1.786818,11
gru-00,gru-00_01381,3.882710,11
gru-00,gru-00_01388,4.536156,12
gru-00,gru-00_01395,4.180494,12
gru-00,gru-00_01400,1.819333,12
gru-00,gru-00_01403,1.796869,10
gru-00,gru-00_01406,2.657941,12
gru-00,gru-00_01407,1.974573,11
gru-00,gru-00_01408,1.071971,12
gru-00,gru-00_01410,2.479541,12
gru-00,gru-00_01412,1.420806,12
gru-00,gru-00_01417,1.843116,12
gru-00,gru-00_01419,2.300587,11
gru-00,gru-00_01421,3.119371,11
gru-00,gru-00_01422,1.285307,12
gru-00,gru-00_01425,1.871689,12
gru-00,gru-00_01433,1.707702,12
gru-00,gru-00_01434,4.578392,11
gru-00,gru-00_01438,0.700463,12
gru-00,gru-00_01443,2.656478,12
gru-00,gru-00_01446,3.789857,11
gru-00,gru-00_01447,3.149137,11
gru-00,gru-00_01449,4.195020,11
gru-00,gru-00_01459,7.331975,11
gru-00,gru-00_01464,0.000000,12
gru-00,gru-00_01466,1.831766,12
gru-00,gru-00_01471,1.918006,12
gru-00,gru-00_01475,6.824818,11
gru-00,gru-00_01477,1.764612,12
gru-00,gru-00_01478,2.494885,12
gru-00,gru-00_01479,7.275509,12
gru-00,gru-00_01480,1.738226,12
gru-00,gru-00_01489,7.392181,12
gru-00,gru-00_01490,1.895913,12
gru-00,gru-00_01491,6.560221,12
gru-00,gru-00_01492,0.000000,12
gru-00,gru-00_01493,1.905195,12
gru-00,gru-00_01495,3.525375,12
gru-00,gru-00_01496,0.000000,12
gru-00,gru-00_01497,1.709870,12
gru-00,gru-00_01498,1.629781,12
gru-00,gru-00_01499,1.834032,12
gru-00,gru-00_01500,3.114431,12
gru-00,gru-00_01501,0.309048,12
gru-00,gru-00_01502,1.493533,12
gru-00,gru-00_01503,1.947332,12
gru-00,gru-00_01504,0.142593,11
gru-00,gru-00_01505,2.062741,12
gru-00,gru-00_01506,7.318654,12
gru-00,gru-00_01507,7.620132,12
gru-00,gru-00_01513,1.378572,11
gru-00,gru-00_01516,4.647994,11
gru-00,gru-00_01519,1.071143,11
gru-00,gru-00_01521,4.611962,11
gru-00,gru-00_01522,2.099715,12
gru-00,gru-00_01525,1.767932,12
gru-00,gru-00_01544,0.155462,12
gru-00,gru-00_01546,0.000000,11
gru-00,gru-00_01553,5.018876,11
gru-00,gru-00_01557,1.846529,12
gru-00,gru-00_01559,2.574054,12
gru-00,gru-00_01565,0.100000,12
gru-00,gru-00_01567,1.147062,11
gru-00,gru-00_01571,7.027719,12
gru-00,gru-00_01572,0.000000,12
gru-00,gru-00_01573,4.069796,12
gru-00,gru-00_01582,4.990054,11
gru-00,gru-00_01584,1.419838,12
gru-00,gru-00_01585,0.555350,12
gru-00,gru-00_01586,0.244210,12
gru-00,gru-00_01587,2.161038,12
gru-00,gru-00_01589,1.421774,12
gru-00,gru-00_01591,0.000000,12
gru-00,gru-00_01598,1.288051,12
gru-00,gru-00_01600,1.853369,12
gru-00,gru-00_01603,3.416292,11
gru-00,gru-00_01608,4.446104,12
gru-00,gru-00_01617,2.206886,12
gru-00,gru-00_01620,1.418893,12
gru-00,gru-00_01621,1.417903,12
gru-00,gru-00_01630,1.304585,12
gru-00,gru-00_01632,1.215106,11
gru-00,gru-00_01635,0.505162,10
gru-00,gru-00_01638,7.348655,9
gru-00,gru-00_01639,1.909847,12
gru-00,gru-00_01640,8.282217,11
gru-00,gru-00_01641,7.388825,12
gru-00,gru-00_01642,0.290849,9
gru-00,gru-00_01643,7.402258,12
gru-00,gru-00_01644,0.000000,11
gru-00,gru-00_01650,0.365746,12
gru-00,gru-00_01651,1.705563,12
gru-00,gru-00_01652,1.563313,11
gru-00,gru-00_01656,0.506366,12
gru-00,gru-00_01657,4.333995,12
gru-00,gru-00_01659,1.135926,12
gru-00,gru-00_01676,4.718465,12
gru-00,gru-00_01679,7.037358,11
gru-00,gru-00_01683,1.998465,10
gru-00,gru-00_01686,8.409318,12
gru-00,gru-00_01690,1.926188,12
gru-00,gru-00_01700,1.829501,12
gru-00,gru-00_01701,2.272979,12
gru-00,gru-00_01705,0.000000,12
gru-00,gru-00_01706,2.054147,11
gru-00,gru-00_01707,0.316400,11
gru-00,gru-00_01708,4.702476,12
gru-00,gru-00_01709,1.674334,12
gru-00,gru-00_01710,0.000000,12
gru-00,gru-00_01711,0.000000,12
gru-00,gru-00_01713,4.894976,12
gru-00,gru-00_01716,0.937310,11
gru-00,gru-00_01718,4.272478,11
gru-00,gru-00_01728,6.122797,12
gru-00,gru-00_01732,1.963884,12
gru-00,gru-00_01733,8.349291,12
gru-00,gru-00_01734,1.697972,12
gru-00,gru-00_01736,0.370671,11
gru-00,gru-00_01739,5.035752,12
gru-00,gru-00_01744,0.304344,11
gru-00,gru-00_01745,1.595296,11
gru-00,gru-00_01754,0.893639,12
gru-00,gru-00_01759,2.558362,12
gru-00,gru-00_01760,2.983260,11
gru-00,gru-00_01761,0.000000,12
gru-00,gru-00_01762,0.137577,11
gru-00,gru-00_01763,1.672196,12
gru-00,gru-00_01764,1.979336,11
gru-00,gru-00_01765,2.627343,12
gru-00,gru-00_01767,2.305873,12
gru-00,gru-00_01781,4.137160,12
gru-00,gru-00_01783,0.511195,12
gru-00,gru-00_01788,0.516645,12
gru-00,gru-00_01794,0.464187,10
gru-00,gru-00_01795,0.261751,10
gru-00,gru-00_01798,0.000000,12
gru-00,gru-00_01799,1.422743,12
gru-00,gru-00_01820,2.023758,12
gru-00,gru-00_01821,2.788994,12
gru-00,gru-00_01836,2.371340,12
gru-00,gru-00_01840,3.282344,12
gru-00,gru-00_01844,0.687588,12
gru-00,gru-00_01846,4.197098,12
gru-00,gru-00_01847,1.519601,12
gru-00,gru-00_01848,1.849947,12
gru-00,gru-00_01849,4.796768,12
gru-00,gru-00_01854,2.138360,12
gru-00,gru-00_01860,0.127159,11
gru-00,gru-00_01862,1.063700,12
gru-00,gru-00_01863,4.527306,12
gru-00,gru-00_01864,0.128964,12
gru-00,gru-00_01866,1.873988,12
gru-00,gru-00_01867,6.060391,12
gru-00,gru-00_01870,7.456205,12
gru-00,gru-00_01872,0.100000,11
gru-00,gru-00_01874,2.015303,12
gru-00,gru-00_01878,2.527186,10
gru-00,gru-00_01881,1.844253,12
gru-00,gru-00_01883,0.000000,12
gru-00,gru-00_01884,0.100000,12
gru-00,gru-00_01889,1.722908,12
gru-00,gru-00_01890,1.719643,12
gru-00,gru-00_01891,1.679688,12
gru-00,gru-00_01900,7.432560,12
gru-00,gru-00_01901,1.449051,12
gru-00,gru-00_01902,8.416848,12
gru-00,gru-00_01903,0.648228,12
gru-00,gru-00_01906,1.840842,12
gru-00,gru-00_01912,2.284783,12
gru-00,gru-00_01913,1.837435,11
gru-00,gru-00_01914,0.602076,11
gru-00,gru-00_01916,1.632938,10
gru-00,gru-00_01918,0.369027,12
gru-00,gru-00_01920,0.439795,9
gru-00,gru-00_01921,0.000000,12
gru-00,gru-00_01924,0.323263,12
gru-00,gru-00_01930,2.004468,11
gru-00,gru-00_01940,4.855026,12
gru-00,gru-00_01942,1.863660,12
gru-00,gru-00_01943,1.238264,11
gru-00,gru-00_01944,0.547283,11
gru-00,gru-00_01945,0.000000,11
gru-00,gru-00_01950,6.821689,12
gru-00,gru-00_01951,1.913341,12
gru-00,gru-00_01954,1.741487,11
gru-00,gru-00_01956,1.716407,12
gru-00,gru-00_01961,2.703582,12
gru-00,gru-00_01962,1.369077,12
gru-00,gru-00_01968,1.655148,12
gru-00,gru-00_01969,0.000000,12
gru-00,gru-00_01971,0.104840,12
gru-00,gru-00_01976,2.546994,12
gru-00,gru-00_01978,2.055369,11
gru-00,gru-00_01984,2.067615,12
gru-00,gru-00_01986,0.321147,11
gru-00,gru-00_01989,0.773403,12
gru-00,gru-00_01993,3.086547,11
gru-00,gru-00_01994,3.099645,11
gru-00,gru-00_01995,3.116077,11
gru-00,gru-00_01996,2.115845,11
gru-00,gru-00_02000,0.000000,12
gru-00,gru-00_02001,1.835166,12
gru-00,gru-00_02002,1.838570,12
gru-00,gru-00_02003,1.864806,12
gru-00,gru-00_02008,3.135881,12
gru-00,gru-00_02012,1.880893,12
gru-00,gru-00_02013,1.419838,12
gru-00,gru-00_02019,2.598440,10
gru-00,gru-00_02026,0.100000,12
gru-00,gru-00_02033,2.066388,12
gru-00,gru-00_02034,0.787647,12
gru-00,gru-00_02037,1.836300,12
gru-00,gru-00_02044,0.523333,12
gru-00,gru-00_02046,2.307195,12
gru-00,gru-00_02050,1.750274,11
gru-00,gru-00_02052,0.000000,12
gru-00,gru-00_02053,1.821590,12
gru-00,gru-00_02054,1.131659,12
gru-00,gru-00_02055,2.173707,10
gru-00,gru-00_02059,0.630522,12
gru-00,gru-00_02071,1.845391,12
gru-00,gru-00_02072,5.094034,12
gru-00,gru-00_02077,0.133036,12
gru-00,gru-00_02078,0.179748,12
gru-00,gru-00_02079,0.100000,11
gru-00,gru-00_02080,7.092199,11
gru-00,gru-00_02081,7.328642,12
gru-00,gru-00_02082,1.781250,12
gru-00,gru-00_02083,7.541191,12
gru-00,gru-00_02084,1.809202,12
gru-00,gru-00_02088,1.381428,12
gru-00,gru-00_02089,0.000000,12
gru-00,gru-00_02090,2.937321,12
gru-00,gru-00_02091,0.000000,12
gru-00,gru-00_02095,0.836204,11
gru-00,gru-00_02096,2.702101,12
gru-00,gru-00_02097,0.000000,12
gru-00,gru-00_02098,0.000000,12
gru-00,gru-00_02112,0.104840,12
gru-00,gru-00_02114,1.823848,12
gru-00,gru-00_02120,1.999665,10
gru-00,gru-00_02122,1.579771,12
gru-00,gru-00_02123,1.607783,12
gru-00,gru-00_02124,0.836204,11
gru-00,gru-00_02125,11.978708,12
gru-00,gru-00_02129,0.000000,11
gru-00,gru-00_02130,1.847668,12
gru-00,gru-00_02140,1.699052,12
gru-00,gru-00_02159,5.681284,12
gru-00,gru-00_02167,2.599880,11
gru-00,gru-00_02172,4.679712,12
gru-00,gru-00_02173,4.645735,12
gru-00,gru-00_02185,2.169901,10
gru-00,gru-00_02186,1.813700,12
gru-00,gru-00_02187,1.819333,12
gru-00,gru-00_02188,8.424477,12
gru-00,gru-00_02189,2.050514,12
gru-00,gru-00_02190,1.961514,12
gru-00,gru-00_02191,7.050229,12
gru-00,gru-00_02193,0.132130,11
gru-00,gru-00_02197,4.487652,12
gru-00,gru-00_02199,0.100000,12
gru-00,gru-00_02200,7.375414,12
gru-00,gru-00_02201,0.209371,12
gru-00,gru-00_02203,4.454824,11
gru-00,gru-00_02204,3.878806,11
gru-00,gru-00_02208,0.344068,12
